id,name,alt_name,region,country,latitude,longitude,type,GEOIDFQ,PLACENAME,AREATYPE,COMMENT
BC203,Toad River,,British Columbia,CA,58.85,-125.233,community,,,,
BC219,Tulsequah,,British Columbia,CA,58.6577,-133.544,community,,,,
BC331,Tatogga,,British Columbia,CA,57.7163,-129.987,community,,,,
BC385,Fort Ware,,British Columbia,CA,57.4252,-125.633,community,,,,
BC424,Iskut,,British Columbia,CA,57.8466,-129.983,community,,,,
BC426,Fireside,,British Columbia,CA,59.6705,-127.136,community,,,,
BC435,Eddontenajon,,British Columbia,CA,57.8221,-129.958,community,,,,
BC443,Atlin,,British Columbia,CA,59.5679,-133.697,community,,,,
BC558,Stewart,,British Columbia,CA,55.9418,-129.984,community,,,,
BC570,Lower Post,,British Columbia,CA,59.9249,-128.486,community,,,,
BC579,Telegraph Creek,,British Columbia,CA,57.9018,-131.166,community,,,,
BC58,Liard River Suspension Bridge,,British Columbia,CA,59.4127,-126.0959,community,,,,
BC589,McDame,,British Columbia,CA,59.1856,-129.225,community,,,,
BC614,Bennett,,British Columbia,CA,59.8451,-134.987,community,,,,
BC677,40 Mile Flats,,British Columbia,CA,57.9363,-130.05,community,,,,
BC767,Good Hope Lake,,British Columbia,CA,59.2936,-129.289,community,,,,
BC774,Tsay Keh Dene,,British Columbia,CA,56.8918,-124.963,community,,,,
BC792,Jade City,,British Columbia,CA,59.2469,-129.655,community,,,,
BC855,Dease Lake,,British Columbia,CA,58.4394,-129.996,community,,,,
BC944,Fraser,,British Columbia,CA,59.7159,-135.049,community,,,,
BC963,Pleasant Camp,,British Columbia,CA,59.4546,-136.365,community,,,,
BC991,Bear Camp,,British Columbia,CA,59.9167,-136.8,community,,,,
YT1,Aishihik,,Yukon,CA,61.5986,-137.508,community,,,,
YT10,Carmacks,,Yukon,CA,62.0888,-136.284,community,,,,
YT11,Champagne,,Yukon,CA,60.7889,-136.479,community,,,,
YT12,Conrad,,Yukon,CA,60.0691,-134.564,community,,,,
YT13,Cowley,,Yukon,CA,60.5253,-134.897,community,,,,
YT14,Crestview,,Yukon,CA,60.8231,-135.204,community,,,,
YT15,Dalton Post,,Yukon,CA,60.12,-137.025,community,,,,
YT16,Dawson City,,Yukon,CA,64.0625,-139.431,community,,,,
YT17,Destruction Bay,,Yukon,CA,61.2542,-138.807,community,,,,
YT18,Dezadeash,,Yukon,CA,60.3722,-137.056,community,,,,
YT19,Dry Creek,,Yukon,CA,62.1725,-140.6856,community,,,,
YT2,Bear Creek,,Yukon,CA,60.7975,-137.67,community,,,,
YT20,Eagle Plains,,Yukon,CA,66.371,-136.72,community,,,,
YT21,Elsa,,Yukon,CA,63.9076,-135.476,community,,,,
YT22,Faro,,Yukon,CA,62.2274,-133.35,community,,,,
YT23,Fort Selkirk,,Yukon,CA,62.7723,-137.394,community,,,,
YT24,Forty Mile,,Yukon,CA,64.4269,-140.533,community,,,,
YT25,Frances Lake,,Yukon,CA,61.2757,-129.275,community,,,,
YT26,Haines Junction,,Yukon,CA,60.7559,-137.504,community,,,,
YT28,Ibex Valley,,Yukon,CA,60.8494,-135.639,community,,,,
YT29,Jakes Corner,,Yukon,CA,60.3386,-133.984,community,,,,
YT30,Johnsons Crossing,,Yukon,CA,60.4889,-133.297,community,,,,
YT31,Keno City,,Yukon,CA,63.9083,-135.303,community,,,,
YT32,Kloo Lake,,Yukon,CA,60.921,-137.857,community,,,,
YT33,Klukshu,,Yukon,CA,60.2945,-137.004,community,,,,
YT34,Koidern,,Yukon,CA,61.9833,-140.492,community,,,,
YT35,Lewis,,Yukon,CA,60.333,-134.8328,community,,,,
YT36,Little Gold Creek,,Yukon,CA,64.0861,-141,community,,,,
YT37,Little River,,Yukon,CA,60.8787,-135.6908,community,,,,
YT38,Little Salmon/Carmacks First Nation,,Yukon,CA,62.0561,-135.701,community,,,,
YT39,Little Teslin Lake,,Yukon,CA,60.4819,-133.465,community,,,,
YT4,Beaver Creek,,Yukon,CA,62.3833,-140.875,community,,,,
YT40,Marsh Lake,,Yukon,CA,60.5193,-134.332,community,,,,
YT41,Mayo,,Yukon,CA,63.5931,-135.896,community,,,,
YT42,McCabe Creek,,Yukon,CA,62.5284,-136.784,community,,,,
YT43,Mendenhall Landing,,Yukon,CA,60.7528,-136.039,community,,,,
YT44,Minto,,Yukon,CA,62.5848,-136.851,community,,,,
YT45,Morley River,,Yukon,CA,60.013,-132.162,community,,,,
YT46,Mount Lorne,,Yukon,CA,60.4126,-134.952,community,,,,
YT47,Old Crow,,Yukon,CA,67.5729,-139.829,community,,,,
YT48,Pelly Crossing,,Yukon,CA,62.8198,-136.574,community,,,,
YT49,Porter Creek,,Yukon,CA,60.7699,-135.136,community,,,,
YT5,Braeburn,,Yukon,CA,61.4815,-135.748,community,,,,
YT50,Quill Creek,,Yukon,CA,61.5079,-139.3306,community,,,,
YT51,Rampart House,,Yukon,CA,67.4219,-140.993,community,,,,
YT52,Rancheria,,Yukon,CA,60.0875,-130.603,community,,,,
YT53,Riverdale,,Yukon,CA,60.7069,-135.024,community,,,,
YT54,Robinson,,Yukon,CA,60.4512,-134.846,community,,,,
YT55,Ross River,,Yukon,CA,61.9779,-132.449,community,,,,
YT56,Snag,,Yukon,CA,62.4,-140.367,community,,,,
YT57,Snag Junction,,Yukon,CA,62.2348,-140.692,community,,,,
YT58,Stewart Crossing,,Yukon,CA,63.3675,-136.679,community,,,,
YT59,Stewart River,Nä`chòo ndek,Yukon,CA,63.2917,-139.4117,community,,,,
YT6,Brooks Brook,,Yukon,CA,60.4189,-133.191,community,,,,
YT60,Stony Creek Camp,,Yukon,CA,60.801,-135.976,community,,,,
YT61,Swift River,,Yukon,CA,60.0042,-131.187,community,,,,
YT62,Tagish,,Yukon,CA,60.31,-134.266,community,,,,
YT63,Takhini,,Yukon,CA,60.8533,-135.447,community,,,,
YT64,Ten Mile,,Yukon,CA,60.1667,-134.367,community,,,,
YT65,Teslin,ᑦᐁᔅᓕᓐᑦᐆ / Desleen,Yukon,CA,60.1683,-132.719,community,,,,
YT66,Teslin Lake,,Yukon,CA,60.0167,-132.4333,community,,,,
YT67,Tuchitua,,Yukon,CA,60.9025,-129.2505,community,,,,
YT68,Two and One-Half Mile Village,,Yukon,CA,60.1434,-128.881,community,,,,
YT69,Two Mile Village,,Yukon,CA,60.1254,-128.804,community,,,,
YT7,Burwash Landing,,Yukon,CA,61.3542,-138.994,community,,,,
YT70,Upper Laberge,,Yukon,CA,60.9509,-135.132,community,,,,
YT71,Upper Liard,,Yukon,CA,60.0545,-128.923,community,,,,
YT72,Watson Lake,,Yukon,CA,60.0639,-128.706,community,,,,
YT73,Whitehorse,,Yukon,CA,60.727,-135.074,community,,,,
YT74,Carcross Cutoff,,Yukon,CA,60.5958,-134.878,community,,,,
YT75,Clinton Creek,,Yukon,CA,64.415,-140.602,community,,,,
YT76,Nesketahin,Wesketahin,Yukon,CA,60.1334,-137.057,community,,,,
YT8,Canyon City,,Yukon,CA,60.6344,-134.774,community,,,,
YT9,Carcross,,Yukon,CA,60.1694,-134.701,community,,,,
NC1,"Ahtna, Incorporated",,,,,,corporation,,,,
NC10,NANA Regional Corporation,,,,,,corporation,,,,
NC11,Sealaska Corporation,,,,,,corporation,,,,
NC12,The Aleut Corporation,,,,,,corporation,,,,
NC2,Arctic Slope Regional Corporation,,,,,,corporation,,,,
NC3,Bering Straits Native Corporation,,,,,,corporation,,,,
NC4,Bristol Bay Native Corporation,,,,,,corporation,,,,
NC5,Calista Corporation,,,,,,corporation,,,,
NC6,Chugach Alaska Corporation,,,,,,corporation,,,,
NC7,"Cook Inlet Region, Incorporated",,,,,,corporation,,,,
NC8,"Doyon, Limited",,,,,,corporation,,,,
NC9,"Koniag, Incorporated",,,,,,corporation,,,,
EL1,Ahtna,,,,,,ethnolinguistic_region,,,,
EL10,Holikachuk,,,,,,ethnolinguistic_region,,,,
EL11,Inupiaq,,,,,,ethnolinguistic_region,,,,
EL12,Kaska,,,,,,ethnolinguistic_region,,,,
EL13,Koyukon,,,,,,ethnolinguistic_region,,,,
EL14,Naukan,,,,,,ethnolinguistic_region,,,,
EL15,Northern Tutchone,,,,,,ethnolinguistic_region,,,,
EL16,Sirenik,,,,,,ethnolinguistic_region,,,,
EL17,Southern Tutchone,,,,,,ethnolinguistic_region,,,,
EL18,St. Lawrence Island Yupik,,,,,,ethnolinguistic_region,,,,
EL19,Tagish,,,,,,ethnolinguistic_region,,,,
EL2,Alutiiq/Sugpiaq,,,,,,ethnolinguistic_region,,,,
EL20,Tahltan,,,,,,ethnolinguistic_region,,,,
EL21,Tanacross,,,,,,ethnolinguistic_region,,,,
EL22,Tanana,,,,,,ethnolinguistic_region,,,,
EL23,Tlingit,,,,,,ethnolinguistic_region,,,,
EL24,Tsimshian,,,,,,ethnolinguistic_region,,,,
EL25,Unangan,,,,,,ethnolinguistic_region,,,,
EL26,Upper Kuskokwim,,,,,,ethnolinguistic_region,,,,
EL27,Upper Tanana,,,,,,ethnolinguistic_region,,,,
EL28,Yup'ik,,,,,,ethnolinguistic_region,,,,
EL3,Deg Xinag,,,,,,ethnolinguistic_region,,,,
EL4,Dena'ina,,,,,,ethnolinguistic_region,,,,
EL5,Eyak,,,,,,ethnolinguistic_region,,,,
EL6,Gwich'in,,,,,,ethnolinguistic_region,,,,
EL7,Haida,,,,,,ethnolinguistic_region,,,,
EL8,Han,,,,,,ethnolinguistic_region,,,,
EL9,Hare,,,,,,ethnolinguistic_region,,,,
FIRE1,Anchorage/Mat-Su Area,,,,,,fire_zone,,,,
FIRE10,Southwest Area,,,,,,fire_zone,,,,
FIRE11,Tanana Zone,,,,,,fire_zone,,,,
FIRE12,Tok Area,,,,,,fire_zone,,,,
FIRE13,Tongass National Forest,,,,,,fire_zone,,,,
FIRE14,Upper Yukon Zone,,,,,,fire_zone,,,,
FIRE2,Chugach National Forest,,,,,,fire_zone,,,,
FIRE3,Copper River Area,,,,,,fire_zone,,,,
FIRE4,Delta Area,,,,,,fire_zone,,,,
FIRE5,Fairbanks Area,,,,,,fire_zone,,,,
FIRE6,Galena Zone,,,,,,fire_zone,,,,
FIRE7,Haines Area,,,,,,fire_zone,,,,
FIRE8,Kenai/Kodiak Area,,,,,,fire_zone,,,,
FIRE9,Military Zone,,,,,,fire_zone,,,,
FNTT1,Carcross/Tagish First Nation,,,,,,first_nation,,,,
FNTT10,Ta'an Kwäch'än Council,,,,,,first_nation,,,,
FNTT11,Teslin Tlingit Council,,,,,,first_nation,,,,
FNTT12,Tetlit Gwich'in Council,,,,,,first_nation,,,,
FNTT13,Tetlit Gwich'in Council,,,,,,first_nation,,,,
FNTT14,Tr'ondëk Hwëch'in,,,,,,first_nation,,,,
FNTT15,Vuntut Gwitchin First Nation,,,,,,first_nation,,,,
FNTT16,White River First Nation,,,,,,first_nation,,,,
FNTT2,Champagne and Aishihik First Nations,,,,,,first_nation,,,,
FNTT3,First Nation of Na-cho Nyäk Dun,,,,,,first_nation,,,,
FNTT4,Inuvialuit,,,,,,first_nation,,,,
FNTT5,Kaska Dena Nation (Ross River and Liard),,,,,,first_nation,,,,
FNTT6,Kluane First Nation,,,,,,first_nation,,,,
FNTT7,Kwanlin Dün First Nation,,,,,,first_nation,,,,
FNTT8,Little Salmon/Carmacks First Nation,,,,,,first_nation,,,,
FNTT9,Selkirk First Nation,,,,,,first_nation,,,,
GMU1,GMU 1A,,,,,,game_management_unit,,,,
GMU10,GMU 6A,,,,,,game_management_unit,,,,
GMU11,GMU 6B,,,,,,game_management_unit,,,,
GMU12,GMU 6C,,,,,,game_management_unit,,,,
GMU13,GMU 6D,,,,,,game_management_unit,,,,
GMU14,GMU 7,,,,,,game_management_unit,,,,
GMU15,GMU 8,,,,,,game_management_unit,,,,
GMU16,GMU 14C,,,,,,game_management_unit,,,,
GMU17,GMU 15A,,,,,,game_management_unit,,,,
GMU18,GMU 15B,,,,,,game_management_unit,,,,
GMU19,GMU 15C,,,,,,game_management_unit,,,,
GMU2,GMU 1B,,,,,,game_management_unit,,,,
GMU20,GMU 12,,,,,,game_management_unit,,,,
GMU21,GMU 19A,,,,,,game_management_unit,,,,
GMU22,GMU 19B,,,,,,game_management_unit,,,,
GMU23,GMU 19C,,,,,,game_management_unit,,,,
GMU24,GMU 19D,,,,,,game_management_unit,,,,
GMU25,GMU 20A,,,,,,game_management_unit,,,,
GMU26,GMU 20B,,,,,,game_management_unit,,,,
GMU27,GMU 20C,,,,,,game_management_unit,,,,
GMU28,GMU 20D,,,,,,game_management_unit,,,,
GMU29,GMU 20E,,,,,,game_management_unit,,,,
GMU3,GMU 1C,,,,,,game_management_unit,,,,
GMU30,GMU 20F,,,,,,game_management_unit,,,,
GMU31,GMU 21A,,,,,,game_management_unit,,,,
GMU32,GMU 21B,,,,,,game_management_unit,,,,
GMU33,GMU 21C,,,,,,game_management_unit,,,,
GMU34,GMU 21D,,,,,,game_management_unit,,,,
GMU35,GMU 21E,,,,,,game_management_unit,,,,
GMU36,GMU 24A,,,,,,game_management_unit,,,,
GMU37,GMU 24B,,,,,,game_management_unit,,,,
GMU38,GMU 24C,,,,,,game_management_unit,,,,
GMU39,GMU 24D,,,,,,game_management_unit,,,,
GMU4,GMU 1D,,,,,,game_management_unit,,,,
GMU40,GMU 25A,,,,,,game_management_unit,,,,
GMU41,GMU 25B,,,,,,game_management_unit,,,,
GMU42,GMU 25C,,,,,,game_management_unit,,,,
GMU43,GMU 25D,,,,,,game_management_unit,,,,
GMU44,GMU 26B,,,,,,game_management_unit,,,,
GMU45,GMU 26C,,,,,,game_management_unit,,,,
GMU46,GMU 9A,,,,,,game_management_unit,,,,
GMU47,GMU 9B,,,,,,game_management_unit,,,,
GMU48,GMU 9C,,,,,,game_management_unit,,,,
GMU49,GMU 9D,,,,,,game_management_unit,,,,
GMU5,GMU 2,,,,,,game_management_unit,,,,
GMU50,GMU 9E,,,,,,game_management_unit,,,,
GMU51,GMU 10,,,,,,game_management_unit,,,,
GMU52,GMU 11,,,,,,game_management_unit,,,,
GMU53,GMU 13A,,,,,,game_management_unit,,,,
GMU54,GMU 13B,,,,,,game_management_unit,,,,
GMU55,GMU 13C,,,,,,game_management_unit,,,,
GMU56,GMU 13D,,,,,,game_management_unit,,,,
GMU57,GMU 13E,,,,,,game_management_unit,,,,
GMU58,GMU 14A,,,,,,game_management_unit,,,,
GMU59,GMU 14B,,,,,,game_management_unit,,,,
GMU6,GMU 3,,,,,,game_management_unit,,,,
GMU60,GMU 16A,,,,,,game_management_unit,,,,
GMU61,GMU 16B,,,,,,game_management_unit,,,,
GMU62,GMU 17A,,,,,,game_management_unit,,,,
GMU63,GMU 17B,,,,,,game_management_unit,,,,
GMU64,GMU 17C,,,,,,game_management_unit,,,,
GMU65,GMU 18,,,,,,game_management_unit,,,,
GMU66,GMU 22A,,,,,,game_management_unit,,,,
GMU67,GMU 22B,,,,,,game_management_unit,,,,
GMU68,GMU 22C,,,,,,game_management_unit,,,,
GMU69,GMU 22D,,,,,,game_management_unit,,,,
GMU7,GMU 4,,,,,,game_management_unit,,,,
GMU70,GMU 22E,,,,,,game_management_unit,,,,
GMU71,GMU 23,,,,,,game_management_unit,,,,
GMU72,GMU 26A,,,,,,game_management_unit,,,,
GMU8,GMU 5A,,,,,,game_management_unit,,,,
GMU9,GMU 5B,,,,,,game_management_unit,,,,
19010102,Ketchikan,,,,,,huc,,,,
19010103,Prince of Wales,,,,,,huc,,,,
19010104,Bradfield Canal,,,,,,huc,,,,
19010105,Burroughs Bay,,,,,,huc,,,,
19010106,Headwaters Portland Canal,,,,,,huc,,,,
19010107,Outlet Portland Canal,,,,,,huc,,,,
19010204,Admiralty Island,,,,,,huc,,,,
19010205,Lower Iskut,,,,,,huc,,,,
19010206,Holkham Bay,,,,,,huc,,,,
19010207,Stikine River,,,,,,huc,,,,
19010208,Thomas Bay,,,,,,huc,,,,
19010209,Etolin-Zarembo-Wrangell Islands,,,,,,huc,,,,
19010210,Kuiu-Kupreanof-Mitkof Islands,,,,,,huc,,,,
19010211,Chichagof Island,,,,,,huc,,,,
19010212,Baranof Island,,,,,,huc,,,,
19010301,Lynn Canal,,,,,,huc,,,,
19010302,Glacier Bay,,,,,,huc,,,,
19010303,Chilkat-Skagway Rivers,,,,,,huc,,,,
19010304,Taku River,,,,,,huc,,,,
19010402,Bering Glacier,,,,,,huc,,,,
19010403,Tatshenshini River,,,,,,huc,,,,
19010404,Alsek River,,,,,,huc,,,,
19010405,Yakutat Bay-Gulf of Alaska,,,,,,huc,,,,
19010406,Palma Bay,,,,,,huc,,,,
19010500,Icy Strait-Chatham Strait,,,,,,huc,,,,
19020101,Upper Copper River,,,,,,huc,,,,
19020102,Middle Copper River,,,,,,huc,,,,
19020103,Chitina River,,,,,,huc,,,,
19020104,Lower Copper River,,,,,,huc,,,,
19020201,Eastern Prince William Sound,,,,,,huc,,,,
19020202,Resurrection River-Frontal Resurrection Bay,,,,,,huc,,,,
19020203,Prince William Sound,,,,,,huc,,,,
19020301,Lower Kenai Peninsula,,,,,,huc,,,,
19020302,Upper Kenai Peninsula,,,,,,huc,,,,
19020401,Anchorage,,,,,,huc,,,,
19020402,Matanuska,,,,,,huc,,,,
19020501,Upper Susitna River,,,,,,huc,,,,
19020502,Chulitna River,,,,,,huc,,,,
19020503,Talkeetna River,,,,,,huc,,,,
19020504,Yentna River,,,,,,huc,,,,
19020505,Lower Susitna River,,,,,,huc,,,,
19020601,Redoubt-Trading Bays,,,,,,huc,,,,
19020602,Tuxedni-Kamishak Bays,,,,,,huc,,,,
19020701,Kodiak-Afognak Islands,,,,,,huc,,,,
19020702,Shelikof Strait,,,,,,huc,,,,
19030101,Cold Bay,,,,,,huc,,,,
19030201,Port Heiden,,,,,,huc,,,,
19030202,Ugashik Bay,,,,,,huc,,,,
19030203,Egegik Bay,,,,,,huc,,,,
19030204,Naknek,,,,,,huc,,,,
19030205,Lake Clark,,,,,,huc,,,,
19030206,Lake Iliamna,,,,,,huc,,,,
19030301,Upper Nushagak River,,,,,,huc,,,,
19030302,Mulchatna River,,,,,,huc,,,,
19030303,Lower Nushagak River,,,,,,huc,,,,
19030304,Wood River,,,,,,huc,,,,
19030305,Togiak,,,,,,huc,,,,
19030306,Nushagak Bay,,,,,,huc,,,,
19030401,North Fork Kuskokwim River,,,,,,huc,,,,
19030403,Takotna River,,,,,,huc,,,,
19030404,Holitna River,,,,,,huc,,,,
19030405,Stony River,,,,,,huc,,,,
19030406,Middle Fork Kuskokwim River,,,,,,huc,,,,
19030407,South Fork Kuskokwim River,,,,,,huc,,,,
19030501,Aniak,,,,,,huc,,,,
19030502,Kuskokwim Delta,,,,,,huc,,,,
19030503,Nunavak-St.Matthew Islands,,,,,,huc,,,,
19050101,St. Lawrence Island,,,,,,huc,,,,
19050102,Unalakleet,,,,,,huc,,,,
19050103,Norton Bay,,,,,,huc,,,,
19050104,Nome,,,,,,huc,,,,
19050105,Imuruk Basin,,,,,,huc,,,,
19050201,Shishmaref,,,,,,huc,,,,
19050202,Goodhope-Spafarief Bay,,,,,,huc,,,,
19050203,Buckland River,,,,,,huc,,,,
19050301,Selawik Lake,,,,,,huc,,,,
19050302,Upper Kobuk River,,,,,,huc,,,,
19050303,Middle Kobuk River,,,,,,huc,,,,
19050304,Lower Kobuk River,,,,,,huc,,,,
19050401,Upper Noatak River,,,,,,huc,,,,
19050402,Middle Noatak River,,,,,,huc,,,,
19050403,Lower Noatak River,,,,,,huc,,,,
19050404,Wulik-Kivalina Rivers,,,,,,huc,,,,
19050405,Lisburne Peninsula,,,,,,huc,,,,
19060101,Kukpowruk River,,,,,,huc,,,,
19060102,Kokolik River,,,,,,huc,,,,
19060103,Utukok River,,,,,,huc,,,,
19060201,Kuk River,,,,,,huc,,,,
19060203,Meade River,,,,,,huc,,,,
19060204,Ikpikpuk River,,,,,,huc,,,,
19060205,Harrison Bay,,,,,,huc,,,,
19060206,Admiralty Bay-Dease Inlet,,,,,,huc,,,,
19060301,Upper Colville River,,,,,,huc,,,,
19060302,Killik River,,,,,,huc,,,,
19060303,Chandler-Anaktuvuk Rivers,,,,,,huc,,,,
19060304,Lower Colville River,,,,,,huc,,,,
19060401,Kuparuk River,,,,,,huc,,,,
19060402,Sagavanirktok River,,,,,,huc,,,,
19060403,Mikkelson Bay,,,,,,huc,,,,
19060501,Canning River,,,,,,huc,,,,
19060502,Camden Bay,,,,,,huc,,,,
19060504,Kongakut River-Beaufort Lagoon,,,,,,huc,,,,
19060505,Firth River,,,,,,huc,,,,
19070101,Atlin Lake,,,,,,huc,,,,
19070102,Bennett Lake,,,,,,huc,,,,
19070103,Tagish Lake,,,,,,huc,,,,
19070104,Takhini River,,,,,,huc,,,,
19070402,White River,,,,,,huc,,,,
19070403,Ladue River-White River,,,,,,huc,,,,
19070502,Fortymile River,,,,,,huc,,,,
19070503,Sixtymile River-Yukon River,,,,,,huc,,,,
19070505,Tatonduk River-Yukon River,,,,,,huc,,,,
19070506,Charley River-Yukon River,,,,,,huc,,,,
19080103,Old Crow River,,,,,,huc,,,,
19080104,Coleen River,,,,,,huc,,,,
19080105,Sheenjek River,,,,,,huc,,,,
19080106,Black River,,,,,,huc,,,,
19080107,Grass River,,,,,,huc,,,,
19080108,Porcupine Flats-Porcupine River,,,,,,huc,,,,
19080201,Middle Fork-North Fork Chandalar Rivers,,,,,,huc,,,,
19080202,East Fork Chandalar River,,,,,,huc,,,,
19080203,Christian River,,,,,,huc,,,,
19080204,Lower Chandalar River,,,,,,huc,,,,
19080301,Nebesna-Chisana Rivers,,,,,,huc,,,,
19080302,Tok-Tanana River,,,,,,huc,,,,
19080303,Healy Lake-Tanana River,,,,,,huc,,,,
19080304,Delta River,,,,,,huc,,,,
19080305,Salcha River,,,,,,huc,,,,
19080306,Chena River,,,,,,huc,,,,
19080307,Tanana Flats-Tanana River,,,,,,huc,,,,
19080308,Nenana River,,,,,,huc,,,,
19080309,Tolovana River,,,,,,huc,,,,
19080310,Kantishna River,,,,,,huc,,,,
19080311,Lower Tanana River,,,,,,huc,,,,
19080401,Birch Creek,,,,,,huc,,,,
19080402,Beaver Creek,,,,,,huc,,,,
19080403,Yukon Flats-Yukon River,,,,,,huc,,,,
19080404,Ramparts-Yukon River,,,,,,huc,,,,
19090101,Upper Koyukuk River,,,,,,huc,,,,
19090102,South Fork Koyukuk River,,,,,,huc,,,,
19090103,Alatna River,,,,,,huc,,,,
19090104,Kanuti River,,,,,,huc,,,,
19090105,Allakaket-Koyukuk River,,,,,,huc,,,,
19090106,Huslia River,,,,,,huc,,,,
19090107,Dulbi River,,,,,,huc,,,,
19090108,Koyukuk Flats-Koyukuk River,,,,,,huc,,,,
19090109,Kateel River-Koyukuk River,,,,,,huc,,,,
19090201,Tozitna River,,,,,,huc,,,,
19090202,Nowitna River,,,,,,huc,,,,
19090203,Melozitna River,,,,,,huc,,,,
19090204,Klatsuta River-Yukon River,,,,,,huc,,,,
19090205,Galena-Yukon River,,,,,,huc,,,,
19090301,Anvik River-Yukon River,,,,,,huc,,,,
19090302,Upper Innoko River,,,,,,huc,,,,
19090303,Lower Innoko River,,,,,,huc,,,,
19090304,Chuilnuk River-Yukon River,,,,,,huc,,,,
19090305,Yukon Delta,,,,,,huc,,,,
1901010201,Princess Bay-Frontal Behm Canal,,,,,,huc,,,,
1901010202,Neets Bay-Frontal Behm Canal,,,,,,huc,,,,
1901010203,Naha River-Frontal Behm Canal,,,,,,huc,,,,
1901010204,Carlanna Creek-Frontal Tongass Narrows,,,,,,huc,,,,
1901010205,Carroll Inlet-Frontal Revillagigedo Channel,,,,,,huc,,,,
1901010206,Thorne Arm-Frontal Revillagigedo Channel,,,,,,huc,,,,
1901010207,Bostwick Inlet-Frontal Nichols Passage,,,,,,huc,,,,
1901010208,Duke Island-Frontal Revillagigedo Channel,,,,,,huc,,,,
1901010209,Felice Strait-Frontal Clarence Strait,,,,,,huc,,,,
1901010210,Gravina Island-Frontal Clarence Strait,,,,,,huc,,,,
1901010301,Logjam Creek,,,,,,huc,,,,
1901010302,Thorne River,,,,,,huc,,,,
1901010303,Kashevarof Passage-Frontal Clarence Strait,,,,,,huc,,,,
1901010304,Skowl Arm-Frontal Kasaan Bay,,,,,,huc,,,,
1901010305,Kasaan Bay-Frontal Clarence Strait,,,,,,huc,,,,
1901010306,Cholmondeley Sound-Frontal Clarence Strait,,,,,,huc,,,,
1901010307,Moira Sound-Frontal Clarence Strait,,,,,,huc,,,,
1901010308,Kendrick Bay-Frontal Clarence Strait,,,,,,huc,,,,
1901010309,Shakan Bay-Frontal Sumner Strait,,,,,,huc,,,,
1901010310,Tuxekan Passage-Frontal Tonowek Bay,,,,,,huc,,,,
1901010311,Davidson Inlet-Frontal Iphigeria Bay,,,,,,huc,,,,
1901010312,Iphigenia Bay-Frontal Pacific Ocean,,,,,,huc,,,,
1901010313,San Alberto Bay-Frontal Ursua Channel,,,,,,huc,,,,
1901010314,Bucareli Bay-Frontal Pacific Ocean,,,,,,huc,,,,
1901010315,Jackson Passage-Frontal Cordova Bay,,,,,,huc,,,,
1901010316,Tlevak Strait-Frontal Cordova Bay,,,,,,huc,,,,
1901010317,Cordova Bay-Frontal Pacific Ocean,,,,,,huc,,,,
1901010318,Meares Passage-Frontal Pacific Ocean,,,,,,huc,,,,
1901010401,Aaron Creek-Frontal Blake Channel,,,,,,huc,,,,
1901010402,Bradfield River,,,,,,huc,,,,
1901010403,Bradfield Canal-Frontal Ernest Sound,,,,,,huc,,,,
1901010404,Cleveland Peninsula-Frontal Ernest Sound,,,,,,huc,,,,
1901010405,Rainbow Lake-Frontal Clarence Strait,,,,,,huc,,,,
1901010501,1901010501,,,,,,huc,,,,
1901010502,1901010502,,,,,,huc,,,,
1901010503,Blue River,,,,,,huc,,,,
1901010504,Unuk River,,,,,,huc,,,,
1901010505,Burroughs Bay-Frontal Behm Canal,,,,,,huc,,,,
1901010506,Walker Creek-Frontal Behm Canal,,,,,,huc,,,,
1901010507,Leduc River,,,,,,huc,,,,
1901010508,Chickamin River-Frontal Behm Canal,,,,,,huc,,,,
1901010509,Rudyerd Bay-Frontal Behm Canal,,,,,,huc,,,,
1901010510,Smeaton Bay-Frontal Behm Canal,,,,,,huc,,,,
1901010511,Walker Cove-Frontal Behm Canal,,,,,,huc,,,,
1901010512,Marten Arm-Frontal Boca De Quadra,,,,,,huc,,,,
1901010513,Boca De Quadra-Frontal Revillagigedo Channel,,,,,,huc,,,,
1901010514,Foggy Bay-Frontal Revillagigedo Channel,,,,,,huc,,,,
1901010515,Nakat Bay-Frontal Revillagigedo Channel,,,,,,huc,,,,
1901010601,Salmon River,,,,,,huc,,,,
1901010602,Bear River,,,,,,huc,,,,
1901010603,Georgie River-Frontal Portland Canal,,,,,,huc,,,,
1901010604,Davis River-Frontal Portland Canal,,,,,,huc,,,,
1901010605,Halibut Bay-Frontal Portland Canal,,,,,,huc,,,,
1901010606,Sandfly Bay-Portland Canal,,,,,,huc,,,,
1901010701,Ksi X'anmas,,,,,,huc,,,,
1901010702,Khutzeymateen Inlet,,,,,,huc,,,,
1901010703,Work Channel,,,,,,huc,,,,
1901010704,Somerville Island-Frontal Portland Canal,,,,,,huc,,,,
1901010705,Filmore Inlet,,,,,,huc,,,,
1901010706,Hidden Inlet-Frontal Pearse Canal,,,,,,huc,,,,
1901010707,Pearse Island,,,,,,huc,,,,
1901010708,Outlet Portland Canal,,,,,,huc,,,,
1901020401,Admiralty Creek-Frontal Stephens Passage,,,,,,huc,,,,
1901020402,Seymour Canal-Frontal Stephens Passage,,,,,,huc,,,,
1901020403,Gambier Bay-Frontal Stephens Passage,,,,,,huc,,,,
1901020404,Pybus Bay-Frontal Frederick Sound,,,,,,huc,,,,
